id,mrp,sku_code,unit_price,sku_description,invoiced_quantity,batch_details,outer_lpn_number,lpn_number,carton_no,lpn_code,packed_quantity,order_type,order_reference,product_id,uom,invoice_number,invoice_date,warehouse,invoiced_by,order_date,customer_info,distributer_id,created_at,updated_at,is_callback,status_wholeseller_id,status_retailer_id,sources,wholesaler_scanned_at,retailer_scanned_at,is_active,is_offline
3544369,0,ASM001SRN2P#45,80.00,ASM001SRN2P#45,1,[],,IPMFPLQ,,,0,Distributor,45,285742,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-22 13:04:05,2026-07-02 11:34:44,0,,50751,tirupur,,2026-07-02 11:34:44,1,0
3545723,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,NBZKVFG,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-22 15:29:15,2026-07-01 17:19:14,0,,77742,tirupur,,2026-07-01 17:19:14,1,0
3549168,0,ASI111BTRNK2P#85,80.00,ASI111BTRNK2P#85,1,[],,VHOGOEA,,,0,Distributor,85,285515,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-22 18:42:34,2026-07-01 16:54:33,0,,77742,tirupur,,2026-07-01 16:54:33,1,0
3549403,0,ASI111BTRNK2P#85,80.00,ASI111BTRNK2P#85,1,[],,CYXLXVO,,,0,Distributor,85,285515,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-22 18:50:31,2026-07-01 16:54:33,0,,77742,tirupur,,2026-07-01 16:54:33,1,0
3549435,0,ASI111BTRNK2P#85,80.00,ASI111BTRNK2P#85,1,[],,TWNQKUC,,,0,Distributor,85,285515,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-22 18:52:17,2026-07-01 16:54:33,0,,77742,tirupur,,2026-07-01 16:54:33,1,0
3549536,0,ASI111BTRNK2P#85,80.00,ASI111BTRNK2P#85,1,[],,SVUFWST,,,0,Distributor,85,285515,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-22 18:57:20,2026-07-01 16:54:33,0,,77742,tirupur,,2026-07-01 16:54:33,1,0
3551493,0,ACM033BBRIF2AST#100,0.00,AMUL COMFY COLOUR B O.E BRIEF (2/10),1,[],,WMKDWBG,,,0,Distributors,6141080251,271482,B10,INV-000000097916,2025-02-22,JGH_1100,anand,2025-02-18,"""{\""city\"":\""VIJAYAWADA\"",\""name\"":\""SRILAKSHMI ENTERPRISES\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":598,\""phone_number\"":null}""",5925,2025-02-22 20:04:45,2026-07-04 09:57:08,1,,69042,tirupur,,2026-07-04 09:57:08,1,0
3552377,0,ACM271SLPSAST-LS11#85,80.00,ACM271SLPSAST-LS11#85,1,[],,MEHUNQQ,,,0,Distributor,85,272885,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 09:52:01,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552387,0,ACM271SLPSAST-LS11#85,80.00,ACM271SLPSAST-LS11#85,1,[],,VAYDVOS,,,0,Distributor,85,272885,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 09:53:19,2026-07-01 16:46:09,0,,77742,tirupur,,2026-07-01 16:46:09,1,0
3552411,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,KBRKOQQ,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 09:59:52,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552433,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,FOBIMJA,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:08:47,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552434,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,WQZHDRS,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:09:00,2026-07-01 17:10:43,0,,77742,tirupur,,2026-07-01 17:10:43,1,0
3552435,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,MLAICJZ,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:09:12,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552440,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,QUBEVYY,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:11:15,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552441,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,YPREHSC,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:11:30,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552449,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,HLIJPXL,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:13:01,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552450,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,JJAMARL,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:13:15,2026-07-01 17:10:43,0,,77742,tirupur,,2026-07-01 17:10:43,1,0
3552452,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,CNSQFWL,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:13:51,2026-07-01 17:10:43,0,,77742,tirupur,,2026-07-01 17:10:43,1,0
3552453,0,ACM211BCSRT-BLK#85,80.00,ACM211BCSRT-BLK#85,1,[],,UJTTKDC,,,0,Distributor,85,272119,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:13:59,2026-07-01 17:10:43,0,,77742,tirupur,,2026-07-01 17:10:43,1,0
3552619,0,ACM211BCSRT-AST#85,80.00,ACM211BCSRT-AST#85,1,[],,ODNZGJQ,,,0,Distributor,85,272097,B5,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 10:59:56,2026-07-01 17:10:42,0,,77742,tirupur,,2026-07-01 17:10:42,1,0
3552883,0,ACM006BRN2P#85,80.00,ACM006BRN2P#85,1,[],,WGPFHJW,,,0,Distributor,85,270484,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 11:37:35,2026-07-01 17:19:14,0,,77742,tirupur,,2026-07-01 17:19:14,1,0
3552884,0,ACM006BRN2P#85,80.00,ACM006BRN2P#85,1,[],,SYSNOQN,,,0,Distributor,85,270484,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 11:37:39,2026-07-01 17:20:29,0,,77742,tirupur,,2026-07-01 17:20:29,1,0
3552885,0,ACM006BRN2P#85,80.00,ACM006BRN2P#85,1,[],,VZWRCYF,,,0,Distributor,85,270484,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 11:37:45,2026-07-01 17:20:29,0,,77742,tirupur,,2026-07-01 17:20:29,1,0
3552921,0,ACM006BRN2P#85,80.00,ACM006BRN2P#85,1,[],,ZUULIJN,,,0,Distributor,85,270484,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 11:48:39,2026-07-01 17:19:14,0,,77742,tirupur,,2026-07-01 17:19:14,1,0
3552971,0,ACM006BRN2P#85,80.00,ACM006BRN2P#85,1,[],,MOTHBPA,,,0,Distributor,85,270484,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 12:02:34,2026-07-01 16:46:09,0,,77742,tirupur,,2026-07-01 16:46:09,1,0
3554155,0,ASI001BRNS2P#85,80.00,ASI001BRNS2P#85,1,[],,CNVNBDA,,,0,Distributor,85,284690,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""ROHA\"",\""name\"":\""VISHNU HOSIERY\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":421209,\""email_id\"":\""shivratanpareek38@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6065,\""phone_number\"":9820283705}""",6065,2025-02-23 14:42:03,2026-07-01 16:42:06,0,,77742,tirupur,,2026-07-01 16:42:06,1,0
3577546,0,ASI101BMINI2P#85,80.00,ASI101BMINI2P#85,1,[],,IZSOKVX,,,0,Distributor,85,285347,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-24 18:14:46,2026-07-05 10:38:51,0,,49465,tirupur,,2026-07-05 10:38:51,1,0
3580647,0,ACM211BCSRT-AST#75,0.00,AMUL COMFY PLAIN ASST. CYCLING SHORT,1,[],,IBNAGOF,,,0,Distributors,6141083196,272095,B5,INV-00000098552,2025-02-24,JGH_1100,balu,2025-02-20,"""{\""city\"":\""BANGALORE\"",\""name\"":\""GAYATHRI DISTRIBUTORS\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":368,\""phone_number\"":null}""",5878,2025-02-24 18:55:55,2026-07-02 13:25:03,1,,67749,tirupur,,2026-07-02 13:25:03,1,0
3582991,0,ASI101BMINI2P#85,80.00,ASI101BMINI2P#85,1,[],,VUZRPLH,,,0,Distributor,85,285347,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-24 19:52:26,2026-07-04 13:21:48,0,,50751,tirupur,,2026-07-04 13:21:48,1,0
3583802,0,ASI001BRNS2P#85,80.00,ASI001BRNS2P#85,1,[],,NZHPZSN,,,0,Distributor,85,284690,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-25 11:15:51,2026-07-05 10:38:50,0,,49465,tirupur,,2026-07-05 10:38:50,1,0
3584446,0,ACM203BBLMR#85,80.00,ACM203BBLMR#85,1,[],,VHEAMXI,,,0,Distributor,85,271943,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""GEORAI\"",\""name\"":\""VARDAN DRESSES\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":431127,\""email_id\"":\""vardandresses9@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6020,\""phone_number\"":9822780853}""",6020,2025-02-25 12:08:35,2026-07-02 17:14:27,0,,50792,tirupur,,2026-07-02 17:14:27,1,0
3590053,0,AMC002BRNZP#90,55.42,MACHO ELITE VEST WHT RN (1/10) ZP,1,[],,TGEKMZD,,,0,Distributors,6141086149,280019,B10,INV-00000099025,2025-02-25,JGH_1100,balu,2025-02-24,"""{\""city\"":\""PALAKKAD\"",\""name\"":\""V.LAKSHMANAN\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":140,\""phone_number\"":null}""",5906,2025-02-25 16:33:08,2026-07-01 11:08:52,1,,77804,tirupur,,2026-07-01 11:08:52,1,0
3590110,0,AMC002BRNZP#95,55.42,MACHO ELITE VEST WHT RN (1/10) ZP,1,[],,XEDWECW,,,0,Distributors,6141086150,280020,B10,INV-00000099026,2025-02-25,JGH_1100,balu,2025-02-24,"""{\""city\"":\""PALAKKAD\"",\""name\"":\""V.LAKSHMANAN\"",\""state\"":null,\""country\"":null,\""pincode\"":\""0\"",\""email_id\"":null,\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":null,\""customer_id\"":140,\""phone_number\"":null}""",5906,2025-02-25 16:33:31,2026-07-01 13:12:08,1,,77810,tirupur,,2026-07-01 13:12:08,1,0
3603910,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,KBTSFKT,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:09,2026-07-02 11:39:40,0,,50751,tirupur,,2026-07-02 11:39:40,1,0
3603911,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,AVSCPHX,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:15,2026-07-02 11:39:39,0,,50751,tirupur,,2026-07-02 11:39:39,1,0
3603913,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,PTLDTZG,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:22,2026-07-02 11:39:39,0,,50751,tirupur,,2026-07-02 11:39:39,1,0
3603915,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,MQCMCNY,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:27,2026-07-02 11:39:39,0,,50751,tirupur,,2026-07-02 11:39:39,1,0
3603916,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,POWIBSW,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:32,2026-07-02 11:39:40,0,,50751,tirupur,,2026-07-02 11:39:40,1,0
3603918,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,HECJUWA,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:44:37,2026-07-02 11:39:39,0,,50751,tirupur,,2026-07-02 11:39:39,1,0
3603949,0,ACM205BBLMR#85,80.00,ACM205BBLMR#85,1,[],,STINESO,,,0,Distributor,85,272074,B10,INV000000000058,2024-12-27,JGH_1100,subuser2@stockone.com,2024-12-27,"""{\""city\"":\""MALEGAON CAMP\"",\""name\"":\""NEW LAXMIVISHNU DISTRIBUTORS\"",\""state\"":14,\""country\"":\""India\"",\""pincode\"":423205,\""email_id\"":\""yeolegirish4@gmail.com\"",\""last_name\"":null,\""pan_number\"":null,\""tin_number\"":\""29AAKCM8916G1ZZ\"",\""customer_id\"":6017,\""phone_number\"":9028114949}""",6017,2025-02-26 10:48:00,2026-07-02 11:39:40,0,,50751,tirupur,,2026-07-02 11:39:40,1,0
